remove_feature,train_rmse,train_r2,val_rmse,val_r2,oob_r2,next_remove,importance_score
All Features,0.31536245689597064,0.9919908186277988,0.857693872563633,0.9404454064140888,0.941676117939731,SYNOPCode,0.0
SYNOPCode,0.31512477869635713,0.9920028865859489,0.8589519207222764,0.9402705713204921,0.9417605062554251,RainIntensityMin,5.661569141645288e-06
RainIntensityMin,0.31550669283186095,0.9919834907044983,0.8599132723160263,0.9401367963948617,0.9416466686895725,RainIntensity,8.657137713945608e-06
RainIntensity,0.3149324913496099,0.9920126431945225,0.85891832482677,0.9402752435829393,0.9418540591316433,RainIntensityMax,1.7799409448257167e-05
RainIntensityMax,0.31540566181972435,0.9919886239482067,0.8594850794735815,0.9401963991808031,0.9416437682154001,WindDirection,0.0037032930206235305
WindDirection,0.31153218417719486,0.9921841900994128,0.8496112174543644,0.94156256758642,0.9431416511860568,ParticulateMin,0.004119329425865984
ParticulateMin,0.3110932404978482,0.9922061992761787,0.8492106145184289,0.9416176626402548,0.9433109929809455,WindSpeedMin,0.00556592703966749
WindSpeedMin,0.31032632510207686,0.9922445788835133,0.8490768926384891,0.9416360476700812,0.9435608911237039,ParticulateMax,0.006305747753632163
ParticulateMax,0.3103346427141716,0.9922441631440562,0.8482672236588688,0.941747304850731,0.9435477287991979,AbsoluteHumidityMin,0.009408080735764823
AbsoluteHumidityMin,0.3069613305509836,0.992411857375725,0.8404480105820499,0.9428162861792269,0.9447622761229356,WindSpeedMax,0.011118773554596988
WindSpeedMax,0.3093170166461931,0.9922949444643716,0.8508248143380012,0.9413955026145512,0.9438779366269644,Particulate,0.013051405923026829
Particulate,0.32593992769347374,0.9914445417261063,0.8778383871813901,0.9376150563814198,0.9374389206866522,WindSpeed,0.016473214826665448
WindSpeed,0.3335067928973871,0.9910426918320467,0.8903188596451689,0.9358285582672042,0.934449953392421,AbsoluteHumidityMax,0.01892538428657848
AbsoluteHumidityMax,0.32838645843912506,0.9913156238150977,0.8808709838688916,0.9371832795009427,0.9365112802700036,RelativeHumidity,0.023687884558636733
RelativeHumidity,0.33391282136204925,0.9910208683726797,0.8898369263209899,0.9358980120041742,0.9343727833009017,TemperatureDifference,0.027458880188989534
TemperatureDifference,0.3546613269162263,0.9898703178798993,0.949314089034608,0.9270424060324591,0.9258757206482958,Time,0.033630367835523305
Time,0.4385134071355369,0.9845141909478696,1.163379294074112,0.8904295840791476,0.8886727324482959,VisibilityMax,0.057579922264906845
VisibilityMax,0.43712998498460787,0.9846117460858858,1.163633186677141,0.8903817541859432,0.889171411140771,TemperatureMax,0.0663291951581938
TemperatureMax,0.43432928037500734,0.9848083003842467,1.158982264139424,0.8912562687920282,0.8904876605348363,AbsoluteHumidity,0.07709249180042611
AbsoluteHumidity,0.5274965841285185,0.9775917752828777,1.3802032894621483,0.8457813963232325,0.8403089124102191,VisibilityMin,0.09907091695990312
VisibilityMin,0.5265859510975605,0.9776690764702182,1.382995448356959,0.8451567949978148,0.8404245390242034,TemperatureMin,0.12666608447053906
TemperatureMin,0.5296542342625533,0.9774080850254747,1.3866572723882322,0.8443357377515945,0.8385298151098856,Visibility,0.1957394352419113
Visibility,0.6589945980773936,0.9650270830161863,1.6824419533648223,0.7708442130448279,0.7660946694326192,Temperature,0.3617298042374826
Temperature,1.7832141036635263,0.7439203140440555,2.713333227497334,0.40398537467720086,0.4213720726492908,Distance,1.0
Distance,1.7832141036635263,0.7439203140440555,2.713333227497334,0.40398537467720086,0.4213720726492908,Distance,1.0
