remove_feature,train_rmse,train_r2,val_rmse,val_r2,oob_r2,next_remove,importance_score
All Features,0.2794392559217465,0.9948469150511545,0.7937972686235091,0.9619501284596417,0.9613728811851802,SYNOPCode,0.0
SYNOPCode,0.277146271592143,0.994931137034751,0.7945900435554044,0.9618740887739958,0.9619948404416696,RainIntensityMin,0.0003613388078549089
RainIntensityMin,0.27498511185969093,0.9950098818139999,0.7877058209678411,0.9625318626049632,0.9627217492809134,RainIntensityMax,0.0006147298843982032
RainIntensityMax,0.27691792958307704,0.994939486110053,0.7895855261590001,0.9623528285467244,0.9619220296047309,RainIntensity,0.0009612330247882754
RainIntensity,0.2752884730541516,0.9949988656305183,0.7874589112650497,0.9625553480141122,0.9623238996864307,WindSpeedMin,0.001485325053920076
WindSpeedMin,0.2777340036963746,0.9949096156024818,0.7890189327606303,0.9624068391253154,0.9617515984285404,WindDirection,0.0015580772643742071
WindDirection,0.2757778534020282,0.9949810687916423,0.7882183582411586,0.9624830878869198,0.9623468433216029,AbsoluteHumidityMin,0.002070271361556821
AbsoluteHumidityMin,0.2724580949711043,0.9951011752777517,0.7731596976721022,0.9639028919347038,0.9631964657364442,AbsoluteHumidityMax,0.002560674458511635
AbsoluteHumidityMax,0.27066284310017547,0.9951655202181949,0.772291965006489,0.9639838714862315,0.9638872162944954,WindSpeed,0.0031071890225046004
WindSpeed,0.2683281450900526,0.995248563534943,0.7686938809369086,0.9643186857493089,0.9643873649486872,VisibilityMin,0.003686557746240327
VisibilityMin,0.2697444039328814,0.9951982741944638,0.7692386681497245,0.9642680918457812,0.9640387628349164,TemperatureDifference,0.00403432526056761
TemperatureDifference,0.2755015380794037,0.9949911211785456,0.7905111546554566,0.9622645095002449,0.9628319233490973,AbsoluteHumidity,0.005106029833672095
AbsoluteHumidity,0.2764246446162008,0.9949574990431468,0.7908564270838949,0.9622315387579167,0.962477570975435,VisibilityMax,0.005617955087661526
VisibilityMax,0.275693146173825,0.9949841515225689,0.7925228760573859,0.9620722038335832,0.9626690925150133,RelativeHumidity,0.011221737385397617
RelativeHumidity,0.2654799869067617,0.9953488960642932,0.7948559749420391,0.9618485647364168,0.9650061851527185,Visibility,0.024036170637644343
Visibility,0.28311595415624535,0.9947104204080662,0.8129629398228146,0.960090573170309,0.9607837324860695,TemperatureMax,0.018971039093644095
TemperatureMax,0.28195016798634115,0.9947538925099364,0.8025815437254634,0.9611033381530877,0.9612158168392017,WindSpeedMax,0.03397291896830189
WindSpeedMax,0.3608293696221235,0.9914079612173244,0.9902469212815637,0.9407864640091713,0.9367438847844864,Time,0.04754550206699253
Time,0.44201739787272787,0.9871064889549619,1.224324068616785,0.9094837050442289,0.9049833167759413,Temperature,0.07237336018421126
Temperature,0.441266719894162,0.9871502458570194,1.2293435800300487,0.9087399821043589,0.90537830678339,Distance,0.09611359997859058
Distance,0.48434456050537,0.9845189175775988,1.3091002081197745,0.8965144342479595,0.8858016407242946,TemperatureMin,0.23020963876465728
TemperatureMin,1.155484534331197,0.9118909043903576,2.2545999350990638,0.6930462278401728,0.7099393241963973,ParticulateMax,0.27858968592508515
ParticulateMax,1.168453012492053,0.9099020364958397,2.32517767095975,0.6735277428200399,0.688289198152696,ParticulateMin,0.4369135562434537
ParticulateMin,1.2089395989212472,0.9035501235191525,2.424110443549238,0.6451549104909057,0.6488082057394406,Particulate,1.0
Particulate,1.2089395989212472,0.9035501235191525,2.424110443549238,0.6451549104909057,0.6488082057394406,Particulate,1.0
