rfl_ori,fso_ori,rfl_1st,fso_2nd,rfl_2nd,fso_1st
-0.5907421746162181,1.0,-0.6082879509665753,0.9906135446096216,-0.6074586175005229,0.9948474477477274
0.994734363239274,-0.6082879509665753,1.0,-0.6175922780557953,0.9996966351321291,-0.6149378772320958
-0.5938591006981869,0.9906135446096216,-0.6175922780557953,1.0,-0.6159396577986033,0.9957656165103255
0.9950712536612729,-0.6074586175005229,0.9996966351321291,-0.6159396577986033,1.0,-0.6137467729794269
-0.5961538237711277,0.9948474477477274,-0.6149378772320958,0.9957656165103255,-0.6137467729794269,1.0
1.0,0.5732648815791789,0.948912363515047,0.6157190673745978,0.9341149203410991,0.6102306854446617
0.5732648815791789,1.0,0.5848393418762832,0.9800066153821331,0.5841390388642461,0.9804067459107612
0.948912363515047,0.5848393418762832,1.0,0.6123645230705712,0.998017174827594,0.613958906846907
0.6157190673745978,0.9800066153821331,0.6123645230705712,1.0,0.6121912346090453,0.9984536341082523
0.9341149203410991,0.5841390388642461,0.998017174827594,0.6121912346090453,1.0,0.6139691548872999
0.6102306854446617,0.9804067459107612,0.613958906846907,0.9984536341082523,0.6139691548872999,1.0
1.0,0.4310789336216513,0.9873617625108503,0.4494435152971627,0.9911747418657676,0.4448045199271597
0.4310789336216513,1.0,0.4428857298342954,0.9802325274809132,0.44820479054199974,0.9834498505116851
0.9873617625108503,0.4428857298342954,1.0,0.46429923092473524,0.9967056015700841,0.4597971043199334
0.4494435152971627,0.9802325274809132,0.46429923092473524,1.0,0.4692499293076395,0.9992667955258584
0.9911747418657676,0.44820479054199974,0.9967056015700841,0.4692499293076395,1.0,0.4641362595177405
0.4448045199271597,0.9834498505116851,0.4597971043199334,0.9992667955258584,0.4641362595177405,1.0
1.0,-0.21144873107387022,0.9880416569655573,-0.21507888262061944,0.9876018602284262,-0.2212967600394319
-0.21144873107387022,1.0,-0.2232798350485472,0.9746226593957226,-0.21916932656300056,0.9783840637666489
0.9880416569655573,-0.2232798350485472,1.0,-0.2198524634556866,0.9990825988085635,-0.2274083368498074
-0.21507888262061944,0.9746226593957226,-0.2198524634556866,1.0,-0.21609379094836617,0.9974008039588825
0.9876018602284262,-0.21916932656300056,0.9990825988085635,-0.21609379094836617,1.0,-0.2231190556444152
-0.2212967600394319,0.9783840637666489,-0.2274083368498074,0.9974008039588825,-0.2231190556444152,1.0
1.0,-0.08019968609508636,0.990387139167372,-0.10888265097747189,0.9889004177708693,-0.109750801792492
-0.08019968609508636,1.0,-0.08010178938709238,0.9744407523959451,-0.07081968176617567,0.9760119901589352
0.990387139167372,-0.08010178938709238,1.0,-0.10130115678753605,0.9983079674896884,-0.10307576520200128
-0.10888265097747189,0.9744407523959451,-0.10130115678753605,1.0,-0.09323202796381526,0.9984952575208685
0.9889004177708693,-0.07081968176617567,0.9983079674896884,-0.09323202796381526,1.0,-0.09476547227514054
-0.109750801792492,0.9760119901589352,-0.10307576520200128,0.9984952575208685,-0.09476547227514054,1.0
1.0,0.3448350620175825,0.9835002288272429,0.3508125443925539,0.9836275788603905,0.3452295808595276
0.3448350620175825,1.0,0.3421152300967695,0.9814500398507724,0.3495158231973473,0.9833301930395176
0.9835002288272429,0.3421152300967695,1.0,0.35589958550258805,0.9978795757786153,0.3496554799928182
0.3508125443925539,0.9814500398507724,0.35589958550258805,1.0,0.3622030012761985,0.998174217070981
0.9836275788603905,0.3495158231973473,0.9978795757786153,0.3622030012761985,1.0,0.35688263849420937
0.3452295808595276,0.9833301930395176,0.3496554799928182,0.998174217070981,0.35688263849420937,1.0
1.0,0.36540940456702314,0.9809955553117929,0.37497149180199324,0.9808246627777917,0.3685680647087066
0.36540940456702314,1.0,0.3600603027795838,0.9794761355027117,0.36426220061113185,0.9808215555182643
0.9809955553117929,0.3600603027795838,1.0,0.379583992487455,0.9973273489761698,0.37256772813710554
0.37497149180199324,0.9794761355027117,0.379583992487455,1.0,0.3829330360622854,0.9978898320401337
0.9808246627777917,0.36426220061113185,0.9973273489761698,0.3829330360622854,1.0,0.377006075833974
0.3685680647087066,0.9808215555182643,0.37256772813710554,0.9978898320401337,0.377006075833974,1.0
1.0,0.8030170975529164,0.9827201845781756,0.8121951460918572,0.9833375875841959,0.8040775267005498
0.8030170975529164,1.0,0.7946942821180205,0.975744233936089,0.7989949691001975,0.9751651160410676
0.9827201845781756,0.7946942821180205,1.0,0.8122200201505658,0.9995652541259142,0.8040590684130006
0.8121951460918572,0.975744233936089,0.8122200201505658,1.0,0.8161826135242781,0.9991414431308187
0.9833375875841959,0.7989949691001975,0.9995652541259142,0.8161826135242781,1.0,0.8078376095085097
0.8040775267005498,0.9751651160410676,0.8040590684130006,0.9991414431308187,0.8078376095085097,1.0
1.0,0.8607496345265021,0.9727298683155793,0.8750025882199263,0.975953750632859,0.8725481206235016
0.8607496345265021,1.0,0.8328820319356651,0.9850933180571445,0.8361339296698407,0.9852472325773378
0.9727298683155793,0.8328820319356651,1.0,0.8538616203590148,0.9984055855343762,0.8500254903373943
0.8750025882199263,0.9850933180571445,0.8538616203590148,1.0,0.8534899210295112,0.9989153396638807
0.975953750632859,0.8361339296698407,0.9984055855343762,0.8534899210295112,1.0,0.8499563935459911
0.8725481206235016,0.9852472325773378,0.8500254903373943,0.9989153396638807,0.8499563935459911,1.0
1.0,-0.17407238560603022,0.9567280995183898,-0.1662872560685806,0.950430802551101,-0.1661140388965994
-0.17407238560603022,1.0,-0.26596137232445743,0.9767270985772163,-0.2618911161619248,0.9796566355592715
0.9567280995183898,-0.26596137232445743,1.0,-0.25275790247895175,0.9979298305481141,-0.25355674381294707
-0.1662872560685806,0.9767270985772163,-0.25275790247895175,1.0,-0.24841948845484269,0.9966806825186219
0.950430802551101,-0.2618911161619248,0.9979298305481141,-0.24841948845484269,1.0,-0.24801276887406068
-0.1661140388965994,0.9796566355592715,-0.25355674381294707,0.9966806825186219,-0.24801276887406068,1.0
1.0,-0.1499811260596694,0.9424980997270271,-0.14746039920765996,0.9410955381229124,-0.15079907129289682
-0.1499811260596694,1.0,-0.24021752494631668,0.9839239656466855,-0.2310702995001797,0.9844381543982096
0.9424980997270271,-0.24021752494631668,1.0,-0.2310500296562116,0.9972668196226044,-0.23510200715403964
-0.14746039920765996,0.9839239656466855,-0.2310500296562116,1.0,-0.22165242817689693,0.9985641251547263
0.9410955381229124,-0.2310702995001797,0.9972668196226044,-0.22165242817689693,1.0,-0.22539035135446958
-0.15079907129289682,0.9844381543982096,-0.23510200715403964,0.9985641251547263,-0.22539035135446958,1.0
