remove_feature,train_rmse,train_r2,val_rmse,val_r2,oob_r2,next_remove,importance_score
All Features,0.4956510332000982,0.990864271289935,1.8481727983741987,0.8876423197902603,0.9301784243242395,SYNOPCode,0.0
SYNOPCode,0.49640606020505246,0.9908364171139686,1.8344233678103947,0.8893078649967351,0.9297545096278172,AbsoluteHumidityMax,0.002064405212208004
AbsoluteHumidityMax,0.4967425595636319,0.9908239894458475,1.8141091554403663,0.8917458769262995,0.9304770990065511,WindDirection,0.0022996880183892643
WindDirection,0.49543225362938276,0.990872334501984,1.7932787012086864,0.894217653406128,0.9307604185106233,RainIntensity,0.0023138163329596076
RainIntensity,0.49076187424317613,0.9910436141397981,1.8066882139531253,0.8926297315626707,0.9314888816288994,Distance,0.0031697047251881554
Distance,0.4872134625309037,0.991172662672086,1.8014871331133786,0.8932470352269581,0.9332171190812563,RainIntensityMin,0.003820408647948253
RainIntensityMin,0.4866972776884738,0.9911913572457601,1.7797896786887348,0.8958030554852945,0.9327629790667534,WindSpeedMin,0.004073442089791846
WindSpeedMin,0.4819994928175021,0.9913605852137525,1.7858736703228177,0.8950894690904333,0.9338955645662559,AbsoluteHumidityMin,0.003837611696802294
AbsoluteHumidityMin,0.48560721780943206,0.9912307706376736,1.7788681651084055,0.8959109267050401,0.9323504167652684,Visibility,0.0053458982201962865
Visibility,0.4870338875573526,0.9911791685544634,1.7975456356865689,0.8937136566397993,0.9323187068603844,AbsoluteHumidity,0.006520484355370633
AbsoluteHumidity,0.47665612863754003,0.9915510736255683,1.7663022201327867,0.8973763054317341,0.935148897719918,RainIntensityMax,0.00731999471730143
RainIntensityMax,0.46411515116833185,0.9919898129893325,1.7187561390719692,0.9028268814053972,0.9380874620738799,WindSpeed,0.008264933768720705
WindSpeed,0.44216543980404366,0.9927295590408838,1.7214448643048206,0.9025226193062806,0.9417492028079038,VisibilityMax,0.009193068024908754
VisibilityMax,0.4420988987844625,0.9927317471185069,1.7341686169520565,0.9010763206143413,0.9421257692618759,Time,0.013466493554614547
Time,0.44369140906456406,0.9926792900120217,1.8103458794111886,0.892194546280359,0.9409717241610387,VisibilityMin,0.019969628974003745
VisibilityMin,0.46603423003387556,0.9919234330750876,1.880593597037215,0.8836657692987084,0.9368614417047166,TemperatureMin,0.02347810340912968
TemperatureMin,0.45714993750226846,0.9922284348458248,1.8886099717488878,0.8826718635122345,0.9392759386899566,WindSpeedMax,0.03388858393332422
WindSpeedMax,0.495726424824913,0.9908614918755191,1.9471001785797424,0.8752920301592426,0.9285531505501965,TemperatureMax,0.04760332063335391
TemperatureMax,0.4888857215433491,0.9911119626767327,1.9066897615483664,0.8804147309144938,0.9311749598323685,RelativeHumidity,0.09811489360071572
RelativeHumidity,0.4763848890422346,0.9915606865569689,1.712110767053988,0.9035768460417197,0.9375304608588728,TemperatureDifference,0.14996896189413578
TemperatureDifference,0.6277685649387087,0.985344849163619,2.209576627737408,0.8394036202731581,0.8848305954201352,Particulate,0.15610875940559585
Particulate,0.6352110924940232,0.9849953002395784,2.165444829489044,0.8457547272432516,0.8834681256331273,Temperature,0.2644545282639432
Temperature,1.308052056612125,0.9363730334044396,3.1840584765196493,0.6665124030339065,0.6556960430834651,ParticulateMin,0.4891350194881518
ParticulateMin,1.329857164721204,0.9342340409470229,3.2284997481164397,0.6571381771455509,0.6383644391597051,ParticulateMax,1.0
ParticulateMax,1.329857164721204,0.9342340409470229,3.2284997481164397,0.6571381771455509,0.6383644391597051,ParticulateMax,1.0
