remove_feature,train_rmse,train_r2,val_rmse,val_r2,oob_r2,next_remove,importance_score
All Features,0.3415245349117333,0.9936583667525266,0.8939626936729013,0.9579998549796859,0.9535615356016337,SYNOPCode,0.0
SYNOPCode,0.34153854819764234,0.9936578463275854,0.8915494759855882,0.9582263044522071,0.9535291290561602,WindDirection,0.0021252616301489853
WindDirection,0.33728778792927677,0.9938147317533295,0.8827093557679901,0.9590506079559089,0.9546616645719593,AbsoluteHumidityMax,0.004568027431810186
AbsoluteHumidityMax,0.3340946186547712,0.9939312916632448,0.8748865907666646,0.959773196921719,0.9555083255336723,WindSpeedMin,0.004911986575292126
WindSpeedMin,0.3337872348991005,0.9939424535564068,0.8757851119151763,0.9596905274781262,0.955622259001534,RainIntensity,0.005164107688751113
RainIntensity,0.3323049947565759,0.9939961332765636,0.8755084810745533,0.9597159882493368,0.9559940063017656,AbsoluteHumidityMin,0.005717080231045017
AbsoluteHumidityMin,0.32877279514480656,0.9941230898259102,0.8653690032429083,0.960643663130874,0.9569016945672019,RainIntensityMin,0.008308208457218476
RainIntensityMin,0.3285764632584387,0.9941301067103065,0.8632291997238943,0.9608380558316487,0.9569153584139375,WindSpeed,0.00984924791652151
WindSpeed,0.3320411344948179,0.9940056639963898,0.8737692236094812,0.9598758831582808,0.956062420180906,WindSpeedMax,0.013088901247332169
WindSpeedMax,0.3375119179026645,0.9938065087185132,0.889156540299134,0.9584502462970115,0.9546246723958227,TemperatureMax,0.014318668759320119
TemperatureMax,0.33387721670904974,0.9939391871495149,0.8802499781296991,0.9592784739479481,0.9556832361445535,TemperatureMin,0.01748571960895989
TemperatureMin,0.32929876356605675,0.994104271105218,0.8675574092812568,0.960444357290813,0.956868171892392,RainIntensityMax,0.017905545371739356
RainIntensityMax,0.3226975749274585,0.994338275818643,0.8638884042279921,0.9607782209996545,0.9585115597404154,TemperatureDifference,0.025058826275103398
TemperatureDifference,0.3480701132628858,0.9934129528209223,0.9284412537721072,0.9546976367776279,0.9518529481553577,VisibilityMax,0.027167344409344842
VisibilityMax,0.34544181060569035,0.9935120557775848,0.9199508489359717,0.9555224099041942,0.9524779165669652,Time,0.03166581113927315
Time,0.4260261174040777,0.990131986082454,1.130104220896977,0.9328804566565131,0.9281134612571229,VisibilityMin,0.04680401330023983
VisibilityMin,0.4213735817590907,0.9903463419221629,1.119491123601141,0.9341352105422408,0.9295598949039812,RelativeHumidity,0.04969560291259168
RelativeHumidity,0.42334544697356175,0.9902557797546977,1.1252094937037007,0.9334606162143344,0.9288114083208215,AbsoluteHumidity,0.07730197020438571
AbsoluteHumidity,0.4980229454441984,0.9865148429116463,1.3132837442502585,0.9093580716485414,0.9018019784617289,ParticulateMin,0.09055967295502323
ParticulateMin,0.49699778657634375,0.9865703030064211,1.3063532817966172,0.9103122187475995,0.9023364986570527,Visibility,0.13403189809205
Visibility,0.6267876085942605,0.9786401544068088,1.651239235734017,0.8567046828299835,0.8449827526392275,Temperature,0.1686864877322
Temperature,0.8903780060877264,0.9568971336158625,2.352613789135316,0.7091203925786128,0.6941800441770578,Particulate,0.27664709740181426
Particulate,0.9112008471828993,0.9548575074944468,2.4051742249675607,0.6959779513162622,0.6799892966249024,Distance,0.42960671993604577
Distance,1.9193068226238,0.7997160633020972,4.041307187185282,0.14166716702205928,0.09900945071236389,ParticulateMax,1.0
ParticulateMax,1.9193068226238,0.7997160633020972,4.041307187185282,0.14166716702205928,0.09900945071236389,ParticulateMax,1.0
