remove_feature,train_rmse,train_r2,val_rmse,val_r2,oob_r2,next_remove,importance_score
All Features,0.1997026194964363,0.996638702674399,0.5292115667299351,0.9761422009496019,0.9756691691598832,WindSpeed,0.0009867549176485173
WindSpeed,0.2000916098475105,0.9966255953286106,0.5327581951849409,0.9758213527801433,0.9755659340312368,WindDirection,0.0011284609036952842
WindDirection,0.198028781635187,0.9966948129851776,0.5271727612653296,0.9763256728076964,0.9760620561783921,WindSpeedMin,0.0017311773124267897
WindSpeedMin,0.19775064026591163,0.9967040910671455,0.5292055957334423,0.9761427393128569,0.9761186030916129,Particulate,0.002726460675020883
Particulate,0.1985199064250823,0.9966783984805659,0.5266179559745315,0.976375477089671,0.9758954561732873,WindSpeedMax,0.0032915731285709203
WindSpeedMax,0.19699583991667444,0.9967292035564939,0.5344784310316681,0.9756649586548796,0.9761886871604306,VisibilityMax,0.005585347896126971
VisibilityMax,0.19653870264479706,0.9967443659895936,0.5328803852009228,0.9758102605881626,0.976313589928618,AbsoluteHumidityMin,0.006752214421959356
AbsoluteHumidityMin,0.19345186367379516,0.9968458289391391,0.528094799087893,0.9762427864520455,0.9770420106503094,TemperatureMin,0.007087841685011541
TemperatureMin,0.19025826623445036,0.9969491105119553,0.5208455862462867,0.9768905453365099,0.9777480187098083,Time,0.007285780232625619
Time,0.20555873963467572,0.9964386775352738,0.5636162868292837,0.9729393147715135,0.9741598956302024,ParticulateMin,0.008305484851208127
ParticulateMin,0.2039167667554591,0.9964953449389463,0.5557083708489347,0.9736933468774088,0.9745349369860905,TemperatureDifference,0.009075502561318022
TemperatureDifference,0.22219260775824531,0.9958389913461482,0.5998766673080669,0.969345399491794,0.9700469398004422,AbsoluteHumidityMax,0.010450893025325257
AbsoluteHumidityMax,0.22053560444529705,0.9959008214507518,0.5920373412202902,0.9701413670635779,0.9704877301244829,VisibilityMin,0.010816030430802596
VisibilityMin,0.22025526114983457,0.995911236520129,0.5896316194120718,0.9703835329439268,0.9705756567139401,TemperatureMax,0.011589247612522455
TemperatureMax,0.21807154604325196,0.9959919104879225,0.586284133968935,0.9707188584790609,0.9711272396693953,Frequency,0.012128667165054
Frequency,0.28485176235846854,0.993161242117407,0.7370531739420944,0.9537225561930249,0.9538408262931142,RelativeHumidity,0.020591548300125908
RelativeHumidity,0.2881823511651755,0.9930003847703103,0.7457337558879452,0.9526260797359597,0.9525315810934059,SYNOPCode,0.028129226793974522
SYNOPCode,0.2896841658168961,0.992927240000929,0.7518160709391438,0.9518501508607472,0.9520711191293147,Visibility,0.031067599387391488
Visibility,0.32024586288973594,0.9913561651051788,0.8430111620400543,0.9394605639875271,0.9427129416247694,RainIntensityMin,0.062083913492952246
RainIntensityMin,0.31900677772946134,0.9914229246079382,0.8419701867839662,0.9396099834690794,0.9431261209493405,ParticulateMax,0.0653360873165141
ParticulateMax,0.3353624861987024,0.990520872429054,0.8793353752781122,0.9341310393593254,0.9373899647936931,Temperature,0.1073899343396438
Temperature,0.44315552702895455,0.9834479516130158,1.0698162138333427,0.9025032650329337,0.9072050937332686,RainIntensityMax,0.14144302913331455
RainIntensityMax,0.44271857349718435,0.9834805763234452,1.069587391664201,0.9025449675762663,0.9074863822883533,Distance,0.25623471994427044
Distance,1.029700837929895,0.9106362182617072,2.0863654410997765,0.6291891087827792,0.6355936911553228,RainIntensity,0.47453601797426503
RainIntensity,1.6621528824953091,0.7671472662457874,3.315402161904784,0.06363719626375208,0.0703961502007463,AbsoluteHumidity,1.0
AbsoluteHumidity,1.6621528824953091,0.7671472662457874,3.315402161904784,0.06363719626375208,0.0703961502007463,AbsoluteHumidity,1.0
